ProductKey,ProductSubcategoryKey,ProductSKU,ProductName,ModelName,ProductDescription,ProductColor,ProductStyle,ProductCost,ProductPrice,DiscountPrice,SKUType,Price Point,SKU Category
511,12,"FR-M63S-40","ML Mountain Frame-W - Silver, 40","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","Silver","W",199.38,364.09,309.48,"FR-M63S","Mid-Range","FR"
512,12,"FR-M63S-42","ML Mountain Frame-W - Silver, 42","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","Silver","W",199.38,364.09,309.48,"FR-M63S","Mid-Range","FR"
513,12,"FR-M63S-46","ML Mountain Frame-W - Silver, 46","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","Silver","W",199.38,364.09,309.48,"FR-M63S","Mid-Range","FR"
514,6,"RB-9231","Rear Brakes","Rear Brakes","0","Silver","NA",47.29,106.5,90.52,"RB-9231","Mid-Range","RB"
515,15,"SE-M236","LL Mountain Seat/Saddle","LL Mountain Seat/Saddle 2","Synthetic leather. Features gel for increased comfort.","NA","NA",12.04,27.12,23.05,"SE-M236","Low","SE"
516,15,"SE-M798","ML Mountain Seat/Saddle","ML Mountain Seat/Saddle 2","Designed to absorb shock.","NA","NA",17.38,39.14,33.27,"SE-M798","Low","SE"
517,15,"SE-M940","HL Mountain Seat/Saddle","HL Mountain Seat/Saddle 2","Anatomic design for a full-day of riding in comfort. Durable leather.","NA","NA",23.37,52.64,44.74,"SE-M940","Low","SE"
518,15,"SE-R581","LL Road Seat/Saddle","LL Road Seat/Saddle 1","Lightweight foam-padded saddle.","NA","NA",12.04,27.12,23.05,"SE-R581","Low","SE"
519,15,"SE-R908","ML Road Seat/Saddle","ML Road Seat/Saddle 2","Rubber bumpers absorb bumps.","NA","NA",17.38,39.14,33.27,"SE-R908","Low","SE"
520,15,"SE-R995","HL Road Seat/Saddle","HL Road Seat/Saddle 2","Lightweight kevlar racing saddle. Leather.","NA","NA",23.37,52.64,44.74,"SE-R995","Low","SE"
521,15,"SE-T312","LL Touring Seat/Saddle","LL Touring Seat/Saddle","Comfortable, ergonomically shaped gel saddle.","NA","NA",12.04,27.12,23.05,"SE-T312","Low","SE"
522,15,"SE-T762","ML Touring Seat/Saddle","ML Touring Seat/Saddle","New design relieves pressure for long rides.","NA","NA",17.38,39.14,33.27,"SE-T762","Low","SE"
523,15,"SE-T924","HL Touring Seat/Saddle","HL Touring Seat/Saddle","Cut-out shell for a more comfortable ride.","NA","NA",23.37,52.64,44.74,"SE-T924","Low","SE"
528,37,"TT-M928","Mountain Tire Tube","Mountain Tire Tube","Self-sealing tube.","NA","NA",1.87,4.99,4.24,"TT-M928","Low","TT"
529,37,"TT-R982","Road Tire Tube","Road Tire Tube","Conventional all-purpose tube.","NA","NA",1.49,3.99,3.39,"TT-R982","Low","TT"
530,37,"TT-T092","Touring Tire Tube","Touring Tire Tube","General purpose tube.","NA","NA",1.87,4.99,4.24,"TT-T092","Low","TT"
535,37,"TI-M267","LL Mountain Tire","LL Mountain Tire","Comparible traction, less expensive wire bead casing.","NA","NA",9.35,24.99,21.24,"TI-M267","Low","TI"
536,37,"TI-M602","ML Mountain Tire","ML Mountain Tire","Great traction, high-density rubber.","NA","NA",11.22,29.99,25.49,"TI-M602","Low","TI"
537,37,"TI-M823","HL Mountain Tire","HL Mountain Tire","Incredible traction, lightweight carbon reinforced.","NA","NA",13.09,35,29.75,"TI-M823","Low","TI"
538,37,"TI-R092","LL Road Tire","LL Road Tire","Same great treads as more expensive tire with a less expensive wire bead casing.","NA","NA",8.04,21.49,18.27,"TI-R092","Low","TI"
539,37,"TI-R628","ML Road Tire","ML Road Tire","Higher density rubber.","NA","NA",9.35,24.99,21.24,"TI-R628","Low","TI"
540,37,"TI-R982","HL Road Tire","HL Road Tire","Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.","NA","NA",12.19,32.6,27.71,"TI-R982","Low","TI"
541,37,"TI-T723","Touring Tire","Touring Tire","High-density rubber.","NA","NA",10.84,28.99,24.64,"TI-T723","Low","TI"
542,13,"PD-M282","LL Mountain Pedal","LL Mountain Pedal","Expanded platform so you can ride in any shoes; great for all-around riding.","Silver/Black","NA",17.98,40.49,34.42,"PD-M282","Low","PD"
543,13,"PD-M340","ML Mountain Pedal","ML Mountain Pedal","Lightweight, durable, clipless pedal with adjustable tension.","Silver/Black","NA",27.57,62.09,52.78,"PD-M340","Low","PD"
544,13,"PD-M562","HL Mountain Pedal","HL Mountain Pedal","Stainless steel; designed to shed mud easily.","Silver/Black","NA",35.96,80.99,68.84,"PD-M562","Low","PD"
545,13,"PD-R347","LL Road Pedal","LL Road Pedal","Clipless pedals - aluminum.","Silver/Black","NA",17.98,40.49,34.42,"PD-R347","Low","PD"
546,13,"PD-R563","ML Road Pedal","ML Road Pedal","Lightweight aluminum alloy construction.","Silver/Black","NA",27.57,62.09,52.78,"PD-R563","Low","PD"
547,13,"PD-R853","HL Road Pedal","HL Road Pedal","Top-of-the-line clipless pedals with adjustable tension.","Silver/Black","NA",35.96,80.99,68.84,"PD-R853","Low","PD"
548,13,"PD-T852","Touring Pedal","Touring Pedal","A stable pedal for all-day riding.","Silver/Black","NA",35.96,80.99,68.84,"PD-T852","Low","PD"
549,12,"FR-M63S-38","ML Mountain Frame-W - Silver, 38","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","Silver","W",199.38,364.09,309.48,"FR-M63S","Mid-Range","FR"
552,9,"FD-2342","Front Derailleur","Front Derailleur","Wide-link design.","Silver","NA",40.62,91.49,77.77,"FD-2342","Low","FD"
553,4,"HB-T721","LL Touring Handlebars","LL Touring Handlebars","Unique shape reduces fatigue for entry level riders.","NA","NA",20.46,46.09,39.18,"HB-T721","Low","HB"
554,4,"HB-T928","HL Touring Handlebars","HL Touring Handlebars","A light yet stiff aluminum bar for long distance riding.","NA","NA",40.66,91.57,77.83,"HB-T928","Low","HB"
555,6,"FB-9873","Front Brakes","Front Brakes","All-weather brake pads; provides superior stopping by applying more surface to the rim.","Silver","NA",47.29,106.5,90.52,"FB-9873","Mid-Range","FB"
559,7,"CH-0234","Chain","Chain","Superior shifting performance.","Silver","NA",8.99,20.24,17.2,"CH-0234","Low","CH"
580,2,"BK-R79Y-40","Road-350-W Yellow, 40","Road-350-W","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","Yellow","W",1082.51,1700.99,1445.84,"BK-R79Y","High","BK"
581,2,"BK-R79Y-42","Road-350-W Yellow, 42","Road-350-W","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","Yellow","W",1082.51,1700.99,1445.84,"BK-R79Y","High","BK"
582,2,"BK-R79Y-44","Road-350-W Yellow, 44","Road-350-W","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","Yellow","W",1082.51,1700.99,1445.84,"BK-R79Y","High","BK"
583,2,"BK-R79Y-48","Road-350-W Yellow, 48","Road-350-W","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.","Yellow","W",1082.51,1700.99,1445.84,"BK-R79Y","High","BK"
587,1,"BK-M38S-38","Mountain-400-W Silver, 38","Mountain-400-W","This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","Silver","W",419.78,769.49,654.07,"BK-M38S","High","BK"
588,1,"BK-M38S-40","Mountain-400-W Silver, 40","Mountain-400-W","This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","Silver","W",419.78,769.49,654.07,"BK-M38S","High","BK"
589,1,"BK-M38S-42","Mountain-400-W Silver, 42","Mountain-400-W","This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","Silver","W",419.78,769.49,654.07,"BK-M38S","High","BK"
590,1,"BK-M38S-46","Mountain-400-W Silver, 46","Mountain-400-W","This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.","Silver","W",419.78,769.49,654.07,"BK-M38S","High","BK"
601,5,"BB-7421","LL Bottom Bracket","LL Bottom Bracket","Chromoly steel.","NA","NA",23.97,53.99,45.89,"BB-7421","Low","BB"
602,5,"BB-8107","ML Bottom Bracket","ML Bottom Bracket","Aluminum alloy cups; large diameter spindle.","NA","NA",44.95,101.24,86.05,"BB-8107","Mid-Range","BB"
603,5,"BB-9108","HL Bottom Bracket","HL Bottom Bracket","Aluminum alloy cups and a hollow axle.","NA","NA",53.94,121.49,103.27,"BB-9108","Mid-Range","BB"
218,23,"SO-B909-M","Mountain Bike Socks, M","Mountain Bike Socks","Combination of natural and synthetic fibers stays dry and provides just the right cushioning.","White","U",3.4,9.5,8.08,"SO-B909","Low","SO"
219,23,"SO-B909-L","Mountain Bike Socks, L","Mountain Bike Socks","Combination of natural and synthetic fibers stays dry and provides just the right cushioning.","White","U",3.4,9.5,8.08,"SO-B909","Low","SO"
223,19,"CA-1098","AWC Logo Cap","Cycling Cap","Traditional style with a flip-up brim; one-size fits all.","Multi","U",5.71,8.64,7.34,"CA-1098","Low","CA"
226,21,"LJ-0192-S","Long-Sleeve Logo Jersey, S","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","Multi","U",31.72,48.07,40.86,"LJ-0192","Low","LJ"
229,21,"LJ-0192-M","Long-Sleeve Logo Jersey, M","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","Multi","U",31.72,48.07,40.86,"LJ-0192","Low","LJ"
232,21,"LJ-0192-L","Long-Sleeve Logo Jersey, L","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","Multi","U",31.72,48.07,40.86,"LJ-0192","Low","LJ"
235,21,"LJ-0192-X","Long-Sleeve Logo Jersey, XL","Long-Sleeve Logo Jersey","Unisex long-sleeve AWC logo microfiber cycling jersey","Multi","U",31.72,48.07,40.86,"LJ-0192","Low","LJ"
238,14,"FR-R92R-62","HL Road Frame - Red, 62","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Red","U",747.97,1263.46,1073.94,"FR-R92R","High","FR"
241,14,"FR-R92R-44","HL Road Frame - Red, 44","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Red","U",747.97,1263.46,1073.94,"FR-R92R","High","FR"
244,14,"FR-R92R-48","HL Road Frame - Red, 48","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Red","U",747.97,1263.46,1073.94,"FR-R92R","High","FR"
247,14,"FR-R92R-52","HL Road Frame - Red, 52","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Red","U",747.97,1263.46,1073.94,"FR-R92R","High","FR"
250,14,"FR-R92R-56","HL Road Frame - Red, 56","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","Red","U",747.97,1263.46,1073.94,"FR-R92R","High","FR"
262,14,"FR-R38R-44","LL Road Frame - Red, 44","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Red","U",181.49,306.56,260.58,"FR-R38R","Mid-Range","FR"
264,14,"FR-R38R-48","LL Road Frame - Red, 48","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Red","U",181.49,306.56,260.58,"FR-R38R","Mid-Range","FR"
266,14,"FR-R38R-52","LL Road Frame - Red, 52","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Red","U",181.49,306.56,260.58,"FR-R38R","Mid-Range","FR"
268,14,"FR-R38R-58","LL Road Frame - Red, 58","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Red","U",181.49,306.56,260.58,"FR-R38R","Mid-Range","FR"
270,14,"FR-R38R-60","LL Road Frame - Red, 60","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Red","U",181.49,306.56,260.58,"FR-R38R","Mid-Range","FR"
272,14,"FR-R38R-62","LL Road Frame - Red, 62","LL Road Frame","The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Red","U",181.49,306.56,260.58,"FR-R38R","Mid-Range","FR"
274,14,"FR-R72R-44","ML Road Frame - Red, 44","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","Red","U",352.14,594.83,505.61,"FR-R72R","High","FR"
275,14,"FR-R72R-48","ML Road Frame - Red, 48","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","Red","U",352.14,594.83,505.61,"FR-R72R","High","FR"
276,14,"FR-R72R-52","ML Road Frame - Red, 52","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","Red","U",352.14,594.83,505.61,"FR-R72R","High","FR"
277,14,"FR-R72R-58","ML Road Frame - Red, 58","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","Red","U",352.14,594.83,505.61,"FR-R72R","High","FR"
278,14,"FR-R72R-60","ML Road Frame - Red, 60","ML Road Frame","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","Red","U",352.14,594.83,505.61,"FR-R72R","High","FR"
288,12,"FR-M94S-42","HL Mountain Frame - Silver, 42","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Silver","U",623.84,1204.32,1023.67,"FR-M94S","High","FR"
291,12,"FR-M94S-44","HL Mountain Frame - Silver, 44","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Silver","U",706.81,1364.5,1159.82,"FR-M94S","High","FR"
292,12,"FR-M94S-52","HL Mountain Frame - Silver, 48","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Silver","U",706.81,1364.5,1159.82,"FR-M94S","High","FR"
293,12,"FR-M94S-46","HL Mountain Frame - Silver, 46","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Silver","U",623.84,1204.32,1023.67,"FR-M94S","High","FR"
307,12,"FR-M94S-38","HL Mountain Frame - Silver, 38","HL Mountain Frame","Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.","Silver","U",623.84,1204.32,1023.67,"FR-M94S","High","FR"
310,2,"BK-R93R-62","Road-150 Red, 62","Road-150","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Red","U",2171.29,3578.27,3041.53,"BK-R93R","High","BK"
311,2,"BK-R93R-44","Road-150 Red, 44","Road-150","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Red","U",2171.29,3578.27,3041.53,"BK-R93R","High","BK"
312,2,"BK-R93R-48","Road-150 Red, 48","Road-150","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Red","U",2171.29,3578.27,3041.53,"BK-R93R","High","BK"
313,2,"BK-R93R-52","Road-150 Red, 52","Road-150","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Red","U",2171.29,3578.27,3041.53,"BK-R93R","High","BK"
314,2,"BK-R93R-56","Road-150 Red, 56","Road-150","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Red","U",2171.29,3578.27,3041.53,"BK-R93R","High","BK"
315,2,"BK-R68R-58","Road-450 Red, 58","Road-450","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Red","U",884.71,1457.99,1239.29,"BK-R68R","High","BK"
316,2,"BK-R68R-60","Road-450 Red, 60","Road-450","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Red","U",884.71,1457.99,1239.29,"BK-R68R","High","BK"
317,2,"BK-R68R-44","Road-450 Red, 44","Road-450","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Red","U",884.71,1457.99,1239.29,"BK-R68R","High","BK"
318,2,"BK-R68R-48","Road-450 Red, 48","Road-450","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Red","U",884.71,1457.99,1239.29,"BK-R68R","High","BK"
319,2,"BK-R68R-52","Road-450 Red, 52","Road-450","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Red","U",884.71,1457.99,1239.29,"BK-R68R","High","BK"
320,2,"BK-R50R-58","Road-650 Red, 58","Road-650","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Red","U",413.15,699.1,594.24,"BK-R50R","High","BK"
322,2,"BK-R50R-60","Road-650 Red, 60","Road-650","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Red","U",413.15,699.1,594.24,"BK-R50R","High","BK"
324,2,"BK-R50R-62","Road-650 Red, 62","Road-650","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Red","U",413.15,699.1,594.24,"BK-R50R","High","BK"
326,2,"BK-R50R-44","Road-650 Red, 44","Road-650","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Red","U",413.15,699.1,594.24,"BK-R50R","High","BK"
328,2,"BK-R50R-48","Road-650 Red, 48","Road-650","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Red","U",413.15,699.1,594.24,"BK-R50R","High","BK"
330,2,"BK-R50R-52","Road-650 Red, 52","Road-650","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","Red","U",413.15,699.1,594.24,"BK-R50R","High","BK"
344,1,"BK-M82S-38","Mountain-100 Silver, 38","Mountain-100","Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","Silver","U",1912.15,3399.99,2889.99,"BK-M82S","High","BK"
345,1,"BK-M82S-42","Mountain-100 Silver, 42","Mountain-100","Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","Silver","U",1912.15,3399.99,2889.99,"BK-M82S","High","BK"
346,1,"BK-M82S-44","Mountain-100 Silver, 44","Mountain-100","Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","Silver","U",1912.15,3399.99,2889.99,"BK-M82S","High","BK"
347,1,"BK-M82S-48","Mountain-100 Silver, 48","Mountain-100","Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.","Silver","U",1912.15,3399.99,2889.99,"BK-M82S","High","BK"
352,1,"BK-M68S-38","Mountain-200 Silver, 38","Mountain-200","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Silver","U",1117.86,2071.42,1760.71,"BK-M68S","High","BK"
354,1,"BK-M68S-42","Mountain-200 Silver, 42","Mountain-200","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Silver","U",1117.86,2071.42,1760.71,"BK-M68S","High","BK"
356,1,"BK-M68S-46","Mountain-200 Silver, 46","Mountain-200","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Silver","U",1117.86,2071.42,1760.71,"BK-M68S","High","BK"
368,2,"BK-R89R-44","Road-250 Red, 44","Road-250","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Red","U",1518.79,2443.35,2076.85,"BK-R89R","High","BK"
369,2,"BK-R89R-48","Road-250 Red, 48","Road-250","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Red","U",1518.79,2443.35,2076.85,"BK-R89R","High","BK"
370,2,"BK-R89R-52","Road-250 Red, 52","Road-250","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Red","U",1518.79,2443.35,2076.85,"BK-R89R","High","BK"
371,2,"BK-R89R-58","Road-250 Red, 58","Road-250","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Red","U",1320.68,2181.56,1854.33,"BK-R89R","High","BK"
471,25,"VE-C304-S","Classic Vest, S","Classic Vest","Light-weight, wind-resistant, packs to fit into a pocket.","Blue","U",23.75,63.5,53.98,"VE-C304","Low","VE"
472,25,"VE-C304-M","Classic Vest, M","Classic Vest","Light-weight, wind-resistant, packs to fit into a pocket.","Blue","U",23.75,63.5,53.98,"VE-C304","Low","VE"
473,25,"VE-C304-L","Classic Vest, L","Classic Vest","Light-weight, wind-resistant, packs to fit into a pocket.","Blue","U",23.75,63.5,53.98,"VE-C304","Low","VE"
481,23,"SO-R809-M","Racing Socks, M","Racing Socks","Thin, lightweight and durable with cuffs that stay up.","White","U",3.36,8.99,7.64,"SO-R809","Low","SO"
482,23,"SO-R809-L","Racing Socks, L","Racing Socks","Thin, lightweight and durable with cuffs that stay up.","White","U",3.36,8.99,7.64,"SO-R809","Low","SO"
488,21,"SJ-0194-S","Short-Sleeve Classic Jersey, S","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","Yellow","U",41.57,53.99,45.89,"SJ-0194","Low","SJ"
489,21,"SJ-0194-M","Short-Sleeve Classic Jersey, M","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","Yellow","U",41.57,53.99,45.89,"SJ-0194","Low","SJ"
490,21,"SJ-0194-L","Short-Sleeve Classic Jersey, L","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","Yellow","U",41.57,53.99,45.89,"SJ-0194","Low","SJ"
491,21,"SJ-0194-X","Short-Sleeve Classic Jersey, XL","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","Yellow","U",41.57,53.99,45.89,"SJ-0194","Low","SJ"
492,16,"FR-T98Y-60","HL Touring Frame - Yellow, 60","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","Yellow","U",601.74,1003.91,853.32,"FR-T98Y","High","FR"
493,16,"FR-T67Y-62","LL Touring Frame - Yellow, 62","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Yellow","U",199.85,333.42,283.41,"FR-T67Y","Mid-Range","FR"
494,16,"FR-T98Y-46","HL Touring Frame - Yellow, 46","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","Yellow","U",601.74,1003.91,853.32,"FR-T98Y","High","FR"
495,16,"FR-T98Y-50","HL Touring Frame - Yellow, 50","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","Yellow","U",601.74,1003.91,853.32,"FR-T98Y","High","FR"
496,16,"FR-T98Y-54","HL Touring Frame - Yellow, 54","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","Yellow","U",601.74,1003.91,853.32,"FR-T98Y","High","FR"
497,16,"FR-T98U-46","HL Touring Frame - Blue, 46","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","Blue","U",601.74,1003.91,853.32,"FR-T98U","High","FR"
498,16,"FR-T98U-50","HL Touring Frame - Blue, 50","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","Blue","U",601.74,1003.91,853.32,"FR-T98U","High","FR"
499,16,"FR-T98U-54","HL Touring Frame - Blue, 54","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","Blue","U",601.74,1003.91,853.32,"FR-T98U","High","FR"
500,16,"FR-T98U-60","HL Touring Frame - Blue, 60","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","Blue","U",601.74,1003.91,853.32,"FR-T98U","High","FR"
502,16,"FR-T67U-50","LL Touring Frame - Blue, 50","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Blue","U",199.85,333.42,283.41,"FR-T67U","Mid-Range","FR"
503,16,"FR-T67U-54","LL Touring Frame - Blue, 54","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Blue","U",199.85,333.42,283.41,"FR-T67U","Mid-Range","FR"
504,16,"FR-T67U-58","LL Touring Frame - Blue, 58","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Blue","U",199.85,333.42,283.41,"FR-T67U","Mid-Range","FR"
505,16,"FR-T67U-62","LL Touring Frame - Blue, 62","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Blue","U",199.85,333.42,283.41,"FR-T67U","Mid-Range","FR"
506,16,"FR-T67Y-44","LL Touring Frame - Yellow, 44","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Yellow","U",199.85,333.42,283.41,"FR-T67Y","Mid-Range","FR"
507,16,"FR-T67Y-50","LL Touring Frame - Yellow, 50","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","Yellow","U",199.85,333.42,283.41,"FR-T67Y","Mid-Range","FR"
